Event,Color,Style,Image_Path,Type
Night Club,Yellow,Eco-Friendly Fashionista,Night Club\Yellow\Eco-Friendly Fashionista\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
Night Club,Yellow,Eco-Friendly Fashionista,Night Club\Yellow\Eco-Friendly Fashionista\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Night Club,Yellow,Eco-Friendly Fashionista,Night Club\Yellow\Eco-Friendly Fashionista\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
Night Club,Yellow,Minimalist Maven,Night Club\Yellow\Minimalist Maven\29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Dress
Night Club,Yellow,Minimalist Maven,Night Club\Yellow\Minimalist Maven\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
Night Club,Yellow,Minimalist Maven,Night Club\Yellow\Minimalist Maven\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
Night Club,Yellow,Minimalist Maven,Night Club\Yellow\Minimalist Maven\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Night Club,Yellow,Minimalist Maven,Night Club\Yellow\Minimalist Maven\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
Night Club,Yellow,Retro Futurism,Night Club\Yellow\Retro Futurism\29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Dress
Night Club,Yellow,Retro Futurism,Night Club\Yellow\Retro Futurism\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
Night Club,Yellow,Retro Futurism,Night Club\Yellow\Retro Futurism\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
Night Club,Yellow,Retro Futurism,Night Club\Yellow\Retro Futurism\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Night Club,Yellow,Retro Futurism,Night Club\Yellow\Retro Futurism\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
Night Club,Yellow,Streetwear,Night Club\Yellow\Streetwear\29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Dress
Night Club,Yellow,Streetwear,Night Club\Yellow\Streetwear\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
Night Club,Yellow,Streetwear,Night Club\Yellow\Streetwear\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
Night Club,Yellow,Streetwear,Night Club\Yellow\Streetwear\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Night Club,Yellow,Streetwear,Night Club\Yellow\Streetwear\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
Night Club,Yellow,Vintage Vibes,Night Club\Yellow\Vintage Vibes\29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Dress
Night Club,Yellow,Vintage Vibes,Night Club\Yellow\Vintage Vibes\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
Night Club,Yellow,Vintage Vibes,Night Club\Yellow\Vintage Vibes\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
Night Club,Yellow,Vintage Vibes,Night Club\Yellow\Vintage Vibes\Accessories\90ea75f21889f3015274cf55a78a98d5.jpg,Accessory
Night Club,Yellow,Vintage Vibes,Night Club\Yellow\Vintage Vibes\Accessories\98fdc3ee8dc2e571c44f91713c899db0.jpg,Accessory
Wedding,Black,Bold and Bright,Wedding\Black\Bold and Bright\8c4cc807d58f4058337159beba695fdc.jpg,Dress
Wedding,Black,Bold and Bright,Wedding\Black\Bold and Bright\Accessories\512YVgx8ZCL._AC_UY1100_.jpg,Accessory
Wedding,Black,Bold and Bright,Wedding\Black\Bold and Bright\Accessories\71pb4i1n8dL._AC_UY300_.jpg,Accessory
Wedding,Black,Bold and Bright,"Wedding\Black\Bold and Bright\Accessories\71VxqfdC-qL._AC_UF1000,1000_QL80_.jpg",Accessory
Wedding,Black,Bold and Bright,Wedding\Black\Bold and Bright\Accessories\images.jpg,Accessory
Wedding,Black,Casual Comfort,Wedding\Black\Casual Comfort\8c4cc807d58f4058337159beba695fdc.jpg,Dress
Wedding,Black,Casual Comfort,Wedding\Black\Casual Comfort\Accessories\512YVgx8ZCL._AC_UY1100_.jpg,Accessory
Wedding,Black,Casual Comfort,Wedding\Black\Casual Comfort\Accessories\71pb4i1n8dL._AC_UY300_.jpg,Accessory
Wedding,Black,Casual Comfort,"Wedding\Black\Casual Comfort\Accessories\71VxqfdC-qL._AC_UF1000,1000_QL80_.jpg",Accessory
Wedding,Black,Casual Comfort,Wedding\Black\Casual Comfort\Accessories\images.jpg,Accessory
Wedding,Black,Eco-Friendly Fashionista,Wedding\Black\Eco-Friendly Fashionista\8c4cc807d58f4058337159beba695fdc.jpg,Dress
Wedding,Black,Eco-Friendly Fashionista,Wedding\Black\Eco-Friendly Fashionista\Accessories\512YVgx8ZCL._AC_UY1100_.jpg,Accessory
Wedding,Black,Eco-Friendly Fashionista,Wedding\Black\Eco-Friendly Fashionista\Accessories\71pb4i1n8dL._AC_UY300_.jpg,Accessory
Wedding,Black,Eco-Friendly Fashionista,"Wedding\Black\Eco-Friendly Fashionista\Accessories\71VxqfdC-qL._AC_UF1000,1000_QL80_.jpg",Accessory
Wedding,Black,Eco-Friendly Fashionista,Wedding\Black\Eco-Friendly Fashionista\Accessories\images.jpg,Accessory
Wedding,Black,Minimalist Maven,Wedding\Black\Minimalist Maven\8c4cc807d58f4058337159beba695fdc.jpg,Dress
Wedding,Black,Minimalist Maven,Wedding\Black\Minimalist Maven\Accessories\512YVgx8ZCL._AC_UY1100_.jpg,Accessory
Wedding,Black,Minimalist Maven,Wedding\Black\Minimalist Maven\Accessories\71pb4i1n8dL._AC_UY300_.jpg,Accessory
Wedding,Black,Minimalist Maven,"Wedding\Black\Minimalist Maven\Accessories\71VxqfdC-qL._AC_UF1000,1000_QL80_.jpg",Accessory
Wedding,Black,Minimalist Maven,Wedding\Black\Minimalist Maven\Accessories\images.jpg,Accessory
Wedding,Black,Retro Futurism,Wedding\Black\Retro Futurism\8c4cc807d58f4058337159beba695fdc.jpg,Dress
Wedding,Black,Retro Futurism,Wedding\Black\Retro Futurism\Accessories\512YVgx8ZCL._AC_UY1100_.jpg,Accessory
Wedding,Black,Retro Futurism,Wedding\Black\Retro Futurism\Accessories\71pb4i1n8dL._AC_UY300_.jpg,Accessory
Wedding,Black,Retro Futurism,"Wedding\Black\Retro Futurism\Accessories\71VxqfdC-qL._AC_UF1000,1000_QL80_.jpg",Accessory
Wedding,Black,Retro Futurism,Wedding\Black\Retro Futurism\Accessories\images.jpg,Accessory
Wedding,Black,Streetwear,Wedding\Black\Streetwear\8c4cc807d58f4058337159beba695fdc.jpg,Dress
Wedding,Black,Streetwear,Wedding\Black\Streetwear\Accessories\512YVgx8ZCL._AC_UY1100_.jpg,Accessory
Wedding,Black,Streetwear,Wedding\Black\Streetwear\Accessories\71pb4i1n8dL._AC_UY300_.jpg,Accessory
Wedding,Black,Streetwear,"Wedding\Black\Streetwear\Accessories\71VxqfdC-qL._AC_UF1000,1000_QL80_.jpg",Accessory
Wedding,Black,Streetwear,Wedding\Black\Streetwear\Accessories\images.jpg,Accessory
Wedding,Black,Vintage Vibes,Wedding\Black\Vintage Vibes\8c4cc807d58f4058337159beba695fdc.jpg,Dress
Wedding,Black,Vintage Vibes,Wedding\Black\Vintage Vibes\Accessories\512YVgx8ZCL._AC_UY1100_.jpg,Accessory
Wedding,Black,Vintage Vibes,Wedding\Black\Vintage Vibes\Accessories\71pb4i1n8dL._AC_UY300_.jpg,Accessory
Wedding,Black,Vintage Vibes,"Wedding\Black\Vintage Vibes\Accessories\71VxqfdC-qL._AC_UF1000,1000_QL80_.jpg",Accessory
Wedding,Black,Vintage Vibes,Wedding\Black\Vintage Vibes\Accessories\images.jpg,Accessory
Wedding,Blue,Bold and Bright,Wedding\Blue\Bold and Bright\Accessories\61+LanG8oRL._AC_UY1100_.jpg,Accessory
Wedding,Blue,Bold and Bright,Wedding\Blue\Bold and Bright\Accessories\61Us78ljbvL.jpg,Accessory
Wedding,Blue,Bold and Bright,Wedding\Blue\Bold and Bright\Accessories\a29f5c111b4018cfe509c3d5e7a5fc56.jpg,Accessory
Wedding,Blue,Casual Comfort,Wedding\Blue\Casual Comfort\Accessories\61+LanG8oRL._AC_UY1100_.jpg,Accessory
Wedding,Blue,Casual Comfort,Wedding\Blue\Casual Comfort\Accessories\61Us78ljbvL.jpg,Accessory
Wedding,Blue,Casual Comfort,Wedding\Blue\Casual Comfort\Accessories\a29f5c111b4018cfe509c3d5e7a5fc56.jpg,Accessory
Wedding,Blue,Eco-Friendly Fashionista,Wedding\Blue\Eco-Friendly Fashionista\Accessories\61+LanG8oRL._AC_UY1100_.jpg,Accessory
Wedding,Blue,Eco-Friendly Fashionista,Wedding\Blue\Eco-Friendly Fashionista\Accessories\61Us78ljbvL.jpg,Accessory
Wedding,Blue,Eco-Friendly Fashionista,Wedding\Blue\Eco-Friendly Fashionista\Accessories\a29f5c111b4018cfe509c3d5e7a5fc56.jpg,Accessory
Wedding,Blue,Minimalist Maven,Wedding\Blue\Minimalist Maven\Accessories\61+LanG8oRL._AC_UY1100_.jpg,Accessory
Wedding,Blue,Minimalist Maven,Wedding\Blue\Minimalist Maven\Accessories\61Us78ljbvL.jpg,Accessory
Wedding,Blue,Minimalist Maven,Wedding\Blue\Minimalist Maven\Accessories\a29f5c111b4018cfe509c3d5e7a5fc56.jpg,Accessory
Wedding,Blue,Retro Futurism,Wedding\Blue\Retro Futurism\Accessories\61+LanG8oRL._AC_UY1100_.jpg,Accessory
Wedding,Blue,Retro Futurism,Wedding\Blue\Retro Futurism\Accessories\61Us78ljbvL.jpg,Accessory
Wedding,Blue,Retro Futurism,Wedding\Blue\Retro Futurism\Accessories\a29f5c111b4018cfe509c3d5e7a5fc56.jpg,Accessory
Wedding,Blue,Streetwear,Wedding\Blue\Streetwear\Accessories\61+LanG8oRL._AC_UY1100_.jpg,Accessory
Wedding,Blue,Streetwear,Wedding\Blue\Streetwear\Accessories\61Us78ljbvL.jpg,Accessory
Wedding,Blue,Streetwear,Wedding\Blue\Streetwear\Accessories\a29f5c111b4018cfe509c3d5e7a5fc56.jpg,Accessory
Wedding,Blue,Vintage Vibes,Wedding\Blue\Vintage Vibes\Accessories\61+LanG8oRL._AC_UY1100_.jpg,Accessory
Wedding,Blue,Vintage Vibes,Wedding\Blue\Vintage Vibes\Accessories\61Us78ljbvL.jpg,Accessory
Wedding,Blue,Vintage Vibes,Wedding\Blue\Vintage Vibes\Accessories\a29f5c111b4018cfe509c3d5e7a5fc56.jpg,Accessory
Wedding,Green,Bold and Bright,Wedding\Green\Bold and Bright\Accessories\410QAa3yZaL._AC_UY1100_.jpg,Accessory
Wedding,Green,Bold and Bright,Wedding\Green\Bold and Bright\Accessories\b1590c23bcc0494850e8093a8d5c9e92.jpg,Accessory
Wedding,Green,Bold and Bright,Wedding\Green\Bold and Bright\Accessories\png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png,Accessory
Wedding,Green,Bold and Bright,Wedding\Green\Bold and Bright\Etsy-ethical-wedding-dress.png,Dress
Wedding,Green,Casual Comfort,Wedding\Green\Casual Comfort\Accessories\410QAa3yZaL._AC_UY1100_.jpg,Accessory
Wedding,Green,Casual Comfort,Wedding\Green\Casual Comfort\Accessories\b1590c23bcc0494850e8093a8d5c9e92.jpg,Accessory
Wedding,Green,Casual Comfort,Wedding\Green\Casual Comfort\Accessories\png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png,Accessory
Wedding,Green,Casual Comfort,Wedding\Green\Casual Comfort\Etsy-ethical-wedding-dress.png,Dress
Wedding,Green,Eco-Friendly Fashionista,Wedding\Green\Eco-Friendly Fashionista\Accessories\410QAa3yZaL._AC_UY1100_.jpg,Accessory
Wedding,Green,Eco-Friendly Fashionista,Wedding\Green\Eco-Friendly Fashionista\Accessories\b1590c23bcc0494850e8093a8d5c9e92.jpg,Accessory
Wedding,Green,Eco-Friendly Fashionista,Wedding\Green\Eco-Friendly Fashionista\Accessories\png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png,Accessory
Wedding,Green,Eco-Friendly Fashionista,Wedding\Green\Eco-Friendly Fashionista\Etsy-ethical-wedding-dress.png,Dress
Wedding,Green,Minimalist Maven,Wedding\Green\Minimalist Maven\Accessories\410QAa3yZaL._AC_UY1100_.jpg,Accessory
Wedding,Green,Minimalist Maven,Wedding\Green\Minimalist Maven\Accessories\b1590c23bcc0494850e8093a8d5c9e92.jpg,Accessory
Wedding,Green,Minimalist Maven,Wedding\Green\Minimalist Maven\Accessories\png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png,Accessory
Wedding,Green,Minimalist Maven,Wedding\Green\Minimalist Maven\Etsy-ethical-wedding-dress.png,Dress
Wedding,Green,Retro Futurism,Wedding\Green\Retro Futurism\Accessories\410QAa3yZaL._AC_UY1100_.jpg,Accessory
Wedding,Green,Retro Futurism,Wedding\Green\Retro Futurism\Accessories\b1590c23bcc0494850e8093a8d5c9e92.jpg,Accessory
Wedding,Green,Retro Futurism,Wedding\Green\Retro Futurism\Accessories\png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png,Accessory
Wedding,Green,Retro Futurism,Wedding\Green\Retro Futurism\Etsy-ethical-wedding-dress.png,Dress
Wedding,Green,Streetwear,Wedding\Green\Streetwear\Accessories\410QAa3yZaL._AC_UY1100_.jpg,Accessory
Wedding,Green,Streetwear,Wedding\Green\Streetwear\Accessories\b1590c23bcc0494850e8093a8d5c9e92.jpg,Accessory
Wedding,Green,Streetwear,Wedding\Green\Streetwear\Accessories\png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png,Accessory
Wedding,Green,Streetwear,Wedding\Green\Streetwear\Etsy-ethical-wedding-dress.png,Dress
Wedding,Green,Vintage Vibes,Wedding\Green\Vintage Vibes\Accessories\410QAa3yZaL._AC_UY1100_.jpg,Accessory
Wedding,Green,Vintage Vibes,Wedding\Green\Vintage Vibes\Accessories\b1590c23bcc0494850e8093a8d5c9e92.jpg,Accessory
Wedding,Green,Vintage Vibes,Wedding\Green\Vintage Vibes\Accessories\png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png,Accessory
Wedding,Green,Vintage Vibes,Wedding\Green\Vintage Vibes\Etsy-ethical-wedding-dress.png,Dress
Wedding,Orange,Bold and Bright,"Wedding\Orange\Bold and Bright\Accessories\41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png",Accessory
Wedding,Orange,Bold and Bright,Wedding\Orange\Bold and Bright\Accessories\710XWpEzxML._AC_UY1000_.jpg,Accessory
Wedding,Orange,Bold and Bright,Wedding\Orange\Bold and Bright\Accessories\bagorange.jpg,Accessory
Wedding,Orange,Bold and Bright,Wedding\Orange\Bold and Bright\Accessories\pngtree-vintage-brown-sunglasses-png-image_4458110.png,Accessory
Wedding,Orange,Bold and Bright,Wedding\Orange\Bold and Bright\Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Dress
Wedding,Orange,Casual Comfort,"Wedding\Orange\Casual Comfort\Accessories\41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png",Accessory
Wedding,Orange,Casual Comfort,Wedding\Orange\Casual Comfort\Accessories\710XWpEzxML._AC_UY1000_.jpg,Accessory
Wedding,Orange,Casual Comfort,Wedding\Orange\Casual Comfort\Accessories\bagorange.jpg,Accessory
Wedding,Orange,Casual Comfort,Wedding\Orange\Casual Comfort\Accessories\pngtree-vintage-brown-sunglasses-png-image_4458110.png,Accessory
Wedding,Orange,Casual Comfort,Wedding\Orange\Casual Comfort\Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Dress
Wedding,Orange,Eco-Friendly Fashionista,"Wedding\Orange\Eco-Friendly Fashionista\Accessories\41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png",Accessory
Wedding,Orange,Eco-Friendly Fashionista,Wedding\Orange\Eco-Friendly Fashionista\Accessories\710XWpEzxML._AC_UY1000_.jpg,Accessory
Wedding,Orange,Eco-Friendly Fashionista,Wedding\Orange\Eco-Friendly Fashionista\Accessories\bagorange.jpg,Accessory
Wedding,Orange,Eco-Friendly Fashionista,Wedding\Orange\Eco-Friendly Fashionista\Accessories\pngtree-vintage-brown-sunglasses-png-image_4458110.png,Accessory
Wedding,Orange,Eco-Friendly Fashionista,Wedding\Orange\Eco-Friendly Fashionista\Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Dress
Wedding,Orange,Minimalist Maven,"Wedding\Orange\Minimalist Maven\Accessories\41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png",Accessory
Wedding,Orange,Minimalist Maven,Wedding\Orange\Minimalist Maven\Accessories\710XWpEzxML._AC_UY1000_.jpg,Accessory
Wedding,Orange,Minimalist Maven,Wedding\Orange\Minimalist Maven\Accessories\bagorange.jpg,Accessory
Wedding,Orange,Minimalist Maven,Wedding\Orange\Minimalist Maven\Accessories\pngtree-vintage-brown-sunglasses-png-image_4458110.png,Accessory
Wedding,Orange,Minimalist Maven,Wedding\Orange\Minimalist Maven\Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Dress
Wedding,Orange,Retro Futurism,"Wedding\Orange\Retro Futurism\Accessories\41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png",Accessory
Wedding,Orange,Retro Futurism,Wedding\Orange\Retro Futurism\Accessories\710XWpEzxML._AC_UY1000_.jpg,Accessory
Wedding,Orange,Retro Futurism,Wedding\Orange\Retro Futurism\Accessories\bagorange.jpg,Accessory
Wedding,Orange,Retro Futurism,Wedding\Orange\Retro Futurism\Accessories\pngtree-vintage-brown-sunglasses-png-image_4458110.png,Accessory
Wedding,Orange,Retro Futurism,Wedding\Orange\Retro Futurism\Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Dress
Wedding,Orange,Streetwear,"Wedding\Orange\Streetwear\Accessories\41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png",Accessory
Wedding,Orange,Streetwear,Wedding\Orange\Streetwear\Accessories\710XWpEzxML._AC_UY1000_.jpg,Accessory
Wedding,Orange,Streetwear,Wedding\Orange\Streetwear\Accessories\bagorange.jpg,Accessory
Wedding,Orange,Streetwear,Wedding\Orange\Streetwear\Accessories\pngtree-vintage-brown-sunglasses-png-image_4458110.png,Accessory
Wedding,Orange,Streetwear,Wedding\Orange\Streetwear\Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Dress
Wedding,Orange,Vintage Vibes,"Wedding\Orange\Vintage Vibes\Accessories\41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png",Accessory
Wedding,Orange,Vintage Vibes,Wedding\Orange\Vintage Vibes\Accessories\710XWpEzxML._AC_UY1000_.jpg,Accessory
Wedding,Orange,Vintage Vibes,Wedding\Orange\Vintage Vibes\Accessories\bagorange.jpg,Accessory
Wedding,Orange,Vintage Vibes,Wedding\Orange\Vintage Vibes\Accessories\pngtree-vintage-brown-sunglasses-png-image_4458110.png,Accessory
Wedding,Orange,Vintage Vibes,Wedding\Orange\Vintage Vibes\Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Dress
Wedding,Purple,Bold and Bright,Wedding\Purple\Bold and Bright\11.jpg,Dress
Wedding,Purple,Bold and Bright,Wedding\Purple\Bold and Bright\Accessories\656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg,Accessory
Wedding,Purple,Bold and Bright,Wedding\Purple\Bold and Bright\Accessories\png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png,Accessory
Wedding,Purple,Bold and Bright,Wedding\Purple\Bold and Bright\Accessories\purple-wedding-shoes-CBYFET.jpg,Accessory
Wedding,Purple,Casual Comfort,Wedding\Purple\Casual Comfort\11.jpg,Dress
Wedding,Purple,Casual Comfort,Wedding\Purple\Casual Comfort\Accessories\656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg,Accessory
Wedding,Purple,Casual Comfort,Wedding\Purple\Casual Comfort\Accessories\png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png,Accessory
Wedding,Purple,Casual Comfort,Wedding\Purple\Casual Comfort\Accessories\purple-wedding-shoes-CBYFET.jpg,Accessory
Wedding,Purple,Eco-Friendly Fashionista,Wedding\Purple\Eco-Friendly Fashionista\11.jpg,Dress
Wedding,Purple,Eco-Friendly Fashionista,Wedding\Purple\Eco-Friendly Fashionista\Accessories\656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg,Accessory
Wedding,Purple,Eco-Friendly Fashionista,Wedding\Purple\Eco-Friendly Fashionista\Accessories\png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png,Accessory
Wedding,Purple,Eco-Friendly Fashionista,Wedding\Purple\Eco-Friendly Fashionista\Accessories\purple-wedding-shoes-CBYFET.jpg,Accessory
Wedding,Purple,Minimalist Maven,Wedding\Purple\Minimalist Maven\11.jpg,Dress
Wedding,Purple,Minimalist Maven,Wedding\Purple\Minimalist Maven\Accessories\656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg,Accessory
Wedding,Purple,Minimalist Maven,Wedding\Purple\Minimalist Maven\Accessories\png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png,Accessory
Wedding,Purple,Minimalist Maven,Wedding\Purple\Minimalist Maven\Accessories\purple-wedding-shoes-CBYFET.jpg,Accessory
Wedding,Purple,Retro Futurism,Wedding\Purple\Retro Futurism\11.jpg,Dress
Wedding,Purple,Retro Futurism,Wedding\Purple\Retro Futurism\Accessories\656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg,Accessory
Wedding,Purple,Retro Futurism,Wedding\Purple\Retro Futurism\Accessories\png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png,Accessory
Wedding,Purple,Retro Futurism,Wedding\Purple\Retro Futurism\Accessories\purple-wedding-shoes-CBYFET.jpg,Accessory
Wedding,Purple,Streetwear,Wedding\Purple\Streetwear\11.jpg,Dress
Wedding,Purple,Streetwear,Wedding\Purple\Streetwear\Accessories\656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg,Accessory
Wedding,Purple,Streetwear,Wedding\Purple\Streetwear\Accessories\png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png,Accessory
Wedding,Purple,Streetwear,Wedding\Purple\Streetwear\Accessories\purple-wedding-shoes-CBYFET.jpg,Accessory
Wedding,Purple,Vintage Vibes,Wedding\Purple\Vintage Vibes\11.jpg,Dress
Wedding,Purple,Vintage Vibes,Wedding\Purple\Vintage Vibes\Accessories\656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg,Accessory
Wedding,Purple,Vintage Vibes,Wedding\Purple\Vintage Vibes\Accessories\png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png,Accessory
Wedding,Purple,Vintage Vibes,Wedding\Purple\Vintage Vibes\Accessories\purple-wedding-shoes-CBYFET.jpg,Accessory
Wedding,Red,Bold and Bright,Wedding\Red\Bold and Bright\23642544a04b8c36f98f7f07863407a2.jpg,Dress
Wedding,Red,Bold and Bright,Wedding\Red\Bold and Bright\e15e4cc654d7879a7c253f257be115e1.jpg,Dress
Wedding,Red,Bold and Bright,Wedding\Red\Bold and Bright\sustainable-summer-dresses.jpg,Dress
Wedding,Red,Casual Comfort,Wedding\Red\Casual Comfort\23642544a04b8c36f98f7f07863407a2.jpg,Dress
Wedding,Red,Casual Comfort,Wedding\Red\Casual Comfort\e15e4cc654d7879a7c253f257be115e1.jpg,Dress
Wedding,Red,Casual Comfort,Wedding\Red\Casual Comfort\sustainable-summer-dresses.jpg,Dress
Wedding,Red,Eco-Friendly Fashionista,Wedding\Red\Eco-Friendly Fashionista\23642544a04b8c36f98f7f07863407a2.jpg,Dress
Wedding,Red,Eco-Friendly Fashionista,Wedding\Red\Eco-Friendly Fashionista\e15e4cc654d7879a7c253f257be115e1.jpg,Dress
Wedding,Red,Eco-Friendly Fashionista,Wedding\Red\Eco-Friendly Fashionista\sustainable-summer-dresses.jpg,Dress
Wedding,Red,Minimalist Maven,Wedding\Red\Minimalist Maven\23642544a04b8c36f98f7f07863407a2.jpg,Dress
Wedding,Red,Minimalist Maven,Wedding\Red\Minimalist Maven\e15e4cc654d7879a7c253f257be115e1.jpg,Dress
Wedding,Red,Minimalist Maven,Wedding\Red\Minimalist Maven\sustainable-summer-dresses.jpg,Dress
Wedding,Red,Retro Futurism,Wedding\Red\Retro Futurism\23642544a04b8c36f98f7f07863407a2.jpg,Dress
Wedding,Red,Retro Futurism,Wedding\Red\Retro Futurism\e15e4cc654d7879a7c253f257be115e1.jpg,Dress
Wedding,Red,Retro Futurism,Wedding\Red\Retro Futurism\sustainable-summer-dresses.jpg,Dress
Wedding,Red,Streetwear,Wedding\Red\Streetwear\23642544a04b8c36f98f7f07863407a2.jpg,Dress
Wedding,Red,Streetwear,Wedding\Red\Streetwear\e15e4cc654d7879a7c253f257be115e1.jpg,Dress
Wedding,Red,Streetwear,Wedding\Red\Streetwear\sustainable-summer-dresses.jpg,Dress
Wedding,Red,Vintage Vibes,Wedding\Red\Vintage Vibes\23642544a04b8c36f98f7f07863407a2.jpg,Dress
Wedding,Red,Vintage Vibes,Wedding\Red\Vintage Vibes\e15e4cc654d7879a7c253f257be115e1.jpg,Dress
Wedding,Red,Vintage Vibes,Wedding\Red\Vintage Vibes\sustainable-summer-dresses.jpg,Dress
Wedding,Yellow,Bold and Bright,Wedding\Yellow\Bold and Bright\29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Dress
Wedding,Yellow,Bold and Bright,Wedding\Yellow\Bold and Bright\Accessories\1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png,Accessory
Wedding,Yellow,Bold and Bright,Wedding\Yellow\Bold and Bright\Accessories\36e19f4717895f66c05715b80cc67215.jpg,Accessory
